from,to,count,kind,type,status,reason
wlm_usa_oregon,battleofeuropa,3,broken,broken,invalid_username,username invalid
wlm_usa_oregon,whitealexandriaslibrary,3,broken,broken,not_found,"No user has ""whitealexandriaslibrary"" as username"
wlm_usa_oregon,wlmofficial,3,broken,broken,invalid_username,username invalid
wlm_usa_pennsylvania,embracestruggleac,3,broken,broken,flood_wait_exceeded,flood wait 73990s exceeds maxWait=3600s
wlm_usa_pennsylvania,europa_the_last_battle_blu_ray,3,broken,broken,invalid_username,username invalid
wlm_usa_pennsylvania,realvincentjames,3,broken,broken,flood_wait_exceeded,flood wait 73972s exceeds maxWait=3600s
wlm_usa_pennsylvania,wlmpennsylvania,3,broken,broken,flood_wait_exceeded,flood wait 74044s exceeds maxWait=3600s
wlm_usa_tennessee,hitelivesmatterofficialchat,3,broken,broken,not_found,"No user has ""hitelivesmatterofficialchat"" as username"
wlm_usa_tennessee,wlm_usa_kentucky,3,broken,broken,flood_wait_exceeded,flood wait 74023s exceeds maxWait=3600s
wlm_usa_washington2,whitelivesmatterofficialchat,3,broken,broken,not_found,"No user has ""whitelivesmatterofficialchat"" as username"
wlm_usa_washington3,telivesmatterofficial,3,broken,broken,not_found,"No user has ""telivesmatterofficial"" as username"
wlm_usa_wisconsin,dellvett,3,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
activeclubcr,veclubcr,2,broken,broken,not_found,"No user has ""veclubcr"" as username"
bigskyac_uncensor3d,ca_legion_xiv,2,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
fashposting,realblaircottrell,2,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
njeha1,embracestruggleac,2,broken,broken,flood_wait_exceeded,flood wait 73990s exceeds maxWait=3600s
sharedefiant,lewiscountrystore,2,broken,broken,flood_wait_exceeded,flood wait 73061s exceeds maxWait=3600s
thewesternchauvinist1,realblaircottrell,2,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_canada,borealadmin,2,broken,broken,flood_wait_exceeded,flood wait 73489s exceeds maxWait=3600s
wlm_canada,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_canada,lm_canada,2,broken,broken,flood_wait_exceeded,flood wait 73294s exceeds maxWait=3600s
wlm_canada,wildroseac,2,broken,broken,flood_wait_exceeded,flood wait 73208s exceeds maxWait=3600s
wlm_canada,wlm_canada_listening,2,broken,broken,flood_wait_exceeded,flood wait 73387s exceeds maxWait=3600s
wlm_canada,wlm_canada_reading,2,broken,broken,flood_wait_exceeded,flood wait 73327s exceeds maxWait=3600s
wlm_canada,wlm_on_chat,2,broken,broken,flood_wait_exceeded,flood wait 73259s exceeds maxWait=3600s
wlm_eu_czech_republic,esmatterofficial,2,broken,broken,not_found,"No user has ""esmatterofficial"" as username"
wlm_eu_czech_republic,livesmatterofficial,2,broken,broken,not_found,"No user has ""livesmatterofficial"" as username"
wlm_eu_czech_republic,veclubcr,2,broken,broken,not_found,"No user has ""veclubcr"" as username"
wlm_eu_italy,europarevival1,2,broken,broken,flood_wait_exceeded,flood wait 73652s exceeds maxWait=3600s
wlm_eu_italy,lm_eu_italy,2,broken,broken,flood_wait_exceeded,flood wait 73617s exceeds maxWait=3600s
wlm_eu_italy,wlm_ita_video,2,broken,broken,flood_wait_exceeded,flood wait 73598s exceeds maxWait=3600s
wlm_eu_netherlands,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_eu_netherlands,newrightnews,2,broken,broken,invalid_username,username invalid
wlm_eu_netherlands,wolvenrad,2,broken,broken,not_found,"No user has ""wolvenrad"" as username"
wlm_eu_poland,elivesmatterofficial,2,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_eu_poland,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_eu_poland,lm_eu_poland,2,broken,broken,not_found,"No user has ""lm_eu_poland"" as username"
wlm_eu_poland,lmofficial,2,broken,broken,invalid_username,username invalid
wlm_eu_poland,smatterofficial,2,broken,broken,not_found,"No user has ""smatterofficial"" as username"
wlm_eu_russia,vesmatterofficial,2,broken,broken,not_found,"No user has ""vesmatterofficial"" as username"
wlm_eu_russia,whitelivesmatteroffficial,2,broken,broken,not_found,"No user has ""whitelivesmatteroffficial"" as username"
wlm_eu_slovakia,battleofeuropa,2,broken,broken,invalid_username,username invalid
wlm_eu_slovakia,smatterofficial,2,broken,broken,not_found,"No user has ""smatterofficial"" as username"
wlm_eu_slovakia,whitealexandriaslibrary,2,broken,broken,not_found,"No user has ""whitealexandriaslibrary"" as username"
wlm_eu_ukraine,ivesmatterofficial,2,broken,broken,not_found,"No user has ""ivesmatterofficial"" as username"
wlm_eu_ukraine,mofficial14,2,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_united_kingdom,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_eu_united_kingdom,vesmatterofficial,2,broken,broken,not_found,"No user has ""vesmatterofficial"" as username"
wlm_usa_arizona,azactionchat,2,broken,broken,flood_wait_exceeded,flood wait 73673s exceeds maxWait=3600s
wlm_usa_arizona,clockworkupdates,2,broken,broken,flood_wait_exceeded,flood wait 73721s exceeds maxWait=3600s
wlm_usa_arizona,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_usa_arizona,nationalismunited,2,broken,broken,flood_wait_exceeded,flood wait 73741s exceeds maxWait=3600s
wlm_usa_arizona,twcaddyshack,2,broken,broken,flood_wait_exceeded,flood wait 73704s exceeds maxWait=3600s
wlm_usa_california,livesmatterofficial,2,broken,broken,not_found,"No user has ""livesmatterofficial"" as username"
wlm_usa_idaho,ca_legion_xiv,2,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
wlm_usa_idaho,wlm_bc_chat,2,broken,broken,flood_wait_exceeded,flood wait 73526s exceeds maxWait=3600s
wlm_usa_idaho,wlm_usa_california_chat,2,broken,broken,flood_wait_exceeded,flood wait 72858s exceeds maxWait=3600s
wlm_usa_michigan,airraidbombshelter2,2,broken,broken,flood_wait_exceeded,flood wait 73899s exceeds maxWait=3600s
wlm_usa_michigan,michiganwlm_vetting,2,broken,broken,flood_wait_exceeded,flood wait 73917s exceeds maxWait=3600s
wlm_usa_michigan,patriot_gus,2,broken,broken,flood_wait_exceeded,flood wait 73880s exceeds maxWait=3600s
wlm_usa_michigan,realblaircottrell,2,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_usa_michigan,whitelivesmattercanadaofficial,2,broken,broken,flood_wait_exceeded,flood wait 73865s exceeds maxWait=3600s
wlm_usa_michigan,wlm_mittens_tha_don,2,broken,broken,flood_wait_exceeded,flood wait 73955s exceeds maxWait=3600s
wlm_usa_new_jersey,mofficial14,2,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_usa_new_york2,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_usa_new_york2,lewiscountrystore,2,broken,broken,flood_wait_exceeded,flood wait 73061s exceeds maxWait=3600s
wlm_usa_new_york2,memecannons88,2,broken,broken,flood_wait_exceeded,flood wait 73116s exceeds maxWait=3600s
wlm_usa_new_york2,oldarminius,2,broken,broken,flood_wait_exceeded,flood wait 73025s exceeds maxWait=3600s
wlm_usa_new_york2,tradpics,2,broken,broken,flood_wait_exceeded,flood wait 73042s exceeds maxWait=3600s
wlm_usa_north_carolina,ca_legion_xiv,2,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
wlm_usa_north_carolina,elivesmatterofficial,2,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_usa_north_carolina,legioneuropa,2,broken,broken,flood_wait_exceeded,flood wait 72985s exceeds maxWait=3600s
wlm_usa_north_carolina,wlm_usa_california_chat,2,broken,broken,flood_wait_exceeded,flood wait 72858s exceeds maxWait=3600s
wlm_usa_north_carolina,wlm_usa_virginia_chat,2,broken,broken,flood_wait_exceeded,flood wait 72894s exceeds maxWait=3600s
wlm_usa_ohio,wlm_usa_kentucky,2,broken,broken,flood_wait_exceeded,flood wait 74023s exceeds maxWait=3600s
wlm_usa_oregon,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
wlm_usa_oregon,lmofficial,2,broken,broken,invalid_username,username invalid
wlm_usa_oregon,smatterofficial,2,broken,broken,not_found,"No user has ""smatterofficial"" as username"
wlm_usa_pennsylvania,wlm_usa_kentucky,2,broken,broken,flood_wait_exceeded,flood wait 74023s exceeds maxWait=3600s
wlm_usa_texas,elivesmatterofficial,2,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_usa_texas,wolvenrad,2,broken,broken,not_found,"No user has ""wolvenrad"" as username"
wlm_usa_texas2,wolvenrad,2,broken,broken,not_found,"No user has ""wolvenrad"" as username"
wlm_usa_washington3,elivesmatterofficial,2,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_usa_washington3,itelivesmatterofficial,2,broken,broken,not_found,"No user has ""itelivesmatterofficial"" as username"
wlmofficial14,battleofeuropa,2,broken,broken,invalid_username,username invalid
wlmofficial14,europa_the_last_battle_blu_ray,2,broken,broken,invalid_username,username invalid
evropean_americans,ca_legion_xiv,1,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
howtoirritatejews,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
noticernews,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
ohionationalistnetwork,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
sharedefiant,ca_legion_xiv,1,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
sharedefiant,smatterofficial,1,broken,broken,not_found,"No user has ""smatterofficial"" as username"
siciliangorillian2,memecannons88,1,broken,broken,flood_wait_exceeded,flood wait 73116s exceeds maxWait=3600s
siciliangorillian2,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
theaustralianvanguard,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
whitelads,ca_legion_xiv,1,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
whitelivesmatterofficial,esmatterofficial,1,broken,broken,not_found,"No user has ""esmatterofficial"" as username"
whitelivesmatterofficial,livesmatterofficial,1,broken,broken,not_found,"No user has ""livesmatterofficial"" as username"
whitelivesmatterofficial,wlm_usa_virginia,1,broken,broken,flood_wait_exceeded,flood wait 72912s exceeds maxWait=3600s
whitelivesmatterofficialchat2,livesmatterofficial,1,broken,broken,not_found,"No user has ""livesmatterofficial"" as username"
whitelivesmatterofficialchat2,wlm_usa_virginia,1,broken,broken,flood_wait_exceeded,flood wait 72912s exceeds maxWait=3600s
wlm_canada,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_canada,hitelivesmatterofficialchat,1,broken,broken,not_found,"No user has ""hitelivesmatterofficialchat"" as username"
wlm_canada,ivesmatterofficial,1,broken,broken,not_found,"No user has ""ivesmatterofficial"" as username"
wlm_canada,lmofficial,1,broken,broken,invalid_username,username invalid
wlm_canada,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_canada,realvincentjames,1,broken,broken,flood_wait_exceeded,flood wait 73972s exceeds maxWait=3600s
wlm_canada,whitelivesmatterofficialchat,1,broken,broken,not_found,"No user has ""whitelivesmatterofficialchat"" as username"
wlm_eu_czech_republic,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_eu_czech_republic,elivesmatterofficial,1,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_eu_czech_republic,europa_the_last_battle_blu_ray,1,broken,broken,invalid_username,username invalid
wlm_eu_czech_republic,itelivesmatterofficial,1,broken,broken,not_found,"No user has ""itelivesmatterofficial"" as username"
wlm_eu_czech_republic,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_czech_republic,smatterofficial,1,broken,broken,not_found,"No user has ""smatterofficial"" as username"
wlm_eu_czech_republic,vesmatterofficial,1,broken,broken,not_found,"No user has ""vesmatterofficial"" as username"
wlm_eu_italy,europa_the_last_battle_blu_ray,1,broken,broken,invalid_username,username invalid
wlm_eu_italy,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_netherlands,ivesmatterofficial,1,broken,broken,not_found,"No user has ""ivesmatterofficial"" as username"
wlm_eu_netherlands,legioneuropa,1,broken,broken,flood_wait_exceeded,flood wait 72985s exceeds maxWait=3600s
wlm_eu_netherlands,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_poland,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_eu_poland,europarevival1,1,broken,broken,flood_wait_exceeded,flood wait 73652s exceeds maxWait=3600s
wlm_eu_poland,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_poland,vesmatterofficial,1,broken,broken,not_found,"No user has ""vesmatterofficial"" as username"
wlm_eu_romania,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_eu_russia,legioneuropa,1,broken,broken,flood_wait_exceeded,flood wait 72985s exceeds maxWait=3600s
wlm_eu_russia,livesmatterofficial,1,broken,broken,not_found,"No user has ""livesmatterofficial"" as username"
wlm_eu_russia,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_russia_chat,hitelivesmatterofficialchat,1,broken,broken,not_found,"No user has ""hitelivesmatterofficialchat"" as username"
wlm_eu_russia_chat,legioneuropa,1,broken,broken,flood_wait_exceeded,flood wait 72985s exceeds maxWait=3600s
wlm_eu_russia_chat,ruzkemir_news,1,broken,broken,not_found,"No user has ""ruzkemir_news"" as username"
wlm_eu_russia_chat,wlm_usa_kentucky,1,broken,broken,flood_wait_exceeded,flood wait 74023s exceeds maxWait=3600s
wlm_eu_slovakia,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_eu_slovakia,esmatterofficial,1,broken,broken,not_found,"No user has ""esmatterofficial"" as username"
wlm_eu_slovakia,lmofficial,1,broken,broken,invalid_username,username invalid
wlm_eu_ukraine,europarevival1,1,broken,broken,flood_wait_exceeded,flood wait 73652s exceeds maxWait=3600s
wlm_eu_ukraine,wolvenrad,1,broken,broken,not_found,"No user has ""wolvenrad"" as username"
wlm_eu_united_kingdom,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_eu_united_kingdom,hitelivesmatterofficialchat,1,broken,broken,not_found,"No user has ""hitelivesmatterofficialchat"" as username"
wlm_eu_united_kingdom,lmcontactbot,1,broken,broken,not_found,"No user has ""lmcontactbot"" as username"
wlm_eu_united_kingdom,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_eu_united_kingdom,smatterofficial,1,broken,broken,not_found,"No user has ""smatterofficial"" as username"
wlm_eu_united_kingdom,whitealexandriaslibrary,1,broken,broken,not_found,"No user has ""whitealexandriaslibrary"" as username"
wlm_usa_arizona,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_arizona,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_usa_california,ca_legion_xiv,1,broken,broken,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
wlm_usa_california,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_california,elivesmatterofficial,1,broken,broken,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_usa_california,itelivesmatterofficial,1,broken,broken,not_found,"No user has ""itelivesmatterofficial"" as username"
wlm_usa_california,mofficial14,1,broken,broken,not_found,"No user has ""mofficial14"" as username"
wlm_usa_california,wlm_it_ch_admin,1,broken,broken,flood_wait_exceeded,flood wait 73578s exceeds maxWait=3600s
wlm_usa_california,wlm_usa_california_chat,1,broken,broken,flood_wait_exceeded,flood wait 72858s exceeds maxWait=3600s
wlm_usa_colorado,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_colorado,realblaircottrell,1,broken,broken,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_usa_idaho,dellvett,1,broken,broken,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_idaho,realvincentjames,1,broken,broken,flood_wait_exceeded,flood wait 73972s exceeds maxWait=3600s
